,PmtNo,BuyersPrice,SellersPrice,PNL,Rev,Exp,MtgBegBal,MtgPrinPaid,MtgIntPaid,MtgPrinArr,MtgIntArr,MtgEndBal,ArrBegBal,ArrAdded,ArrPaid,ArrForgiven,ArrEndBal,FinCost,DDCost,AcqCost,ServCost,FCCost,RehabCost,BK13Cost,SalesCommission,FirstLienPmt,AmortBegBal,AmortPrinDue,AmortIntDue,AmortEndBal
2024-12-01,85,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25404.083050645306,58.832691710151266,386.7673082899734,25345.250358935155
2025-01-01,86,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25345.250358935155,59.728396615799284,385.8716033843161,25285.521962319355
2025-02-01,87,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25285.521962319355,60.63773828113335,384.9622617189816,25224.884224038222
2025-03-01,88,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25224.884224038222,61.56092432052537,384.03907567959453,25163.323299717697
2025-04-01,89,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25163.323299717697,62.49816550916876,383.101834490931,25100.825134208528
2025-05-01,90,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100.825134208528,63.44967583133257,382.1503241687969,25037.375458377195
2025-06-01,91,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25037.375458377195,64.41567252895038,381.18432747117026,24972.959785848245
2025-07-01,92,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24972.959785848245,65.39637615150423,380.2036238486052,24907.56340969674
2025-08-01,93,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24907.56340969674,66.39201060625783,379.2079893938756,24841.171399090483
2025-09-01,94,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24841.171399090483,67.40280320926104,378.19719679085387,24773.76859588122
2025-10-01,95,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24773.76859588122,68.42898473750392,377.171015262614,24705.339611143718
2025-11-01,96,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24705.339611143718,69.47078948136186,376.1292105187396,24635.868821662356
2025-12-01,97,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24635.868821662356,70.5284552982921,375.0715447018345,24565.340366364064
2026-01-01,98,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24565.340366364064,71.60222366690869,373.99777633321486,24493.738142697155
2026-02-01,99,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24493.738142697155,72.69233974233794,372.90766025777856,24421.045802954817
2026-03-01,100,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24421.045802954817,73.79905241208326,371.800947588032,24347.246750542734
2026-04-01,101,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24347.246750542734,74.92261435285036,370.6773856472656,24272.324136189884
2026-05-01,102,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24272.324136189884,76.06328208826017,369.53671791186537,24196.260854101623
2026-06-01,103,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24196.260854101623,77.22131604736205,368.3786839527444,24119.03953805426
2026-07-01,104,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24119.03953805426,78.39698062425305,367.2030193758846,24040.64255743001
2026-08-01,105,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24040.64255743001,79.59054423813359,366.00945576197046,23961.052013191875
2026-09-01,106,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23961.052013191875,80.80227939500764,364.7977206051081,23880.249733796867
2026-10-01,107,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23880.249733796867,82.03246274952835,363.5675372506057,23798.21727104734
2026-11-01,108,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23798.21727104734,83.28137516829884,362.3186248318114,23714.93589587904
2026-12-01,109,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23714.93589587904,84.54930179411895,361.05069820598845,23630.38659408492
2027-01-01,110,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23630.38659408492,85.83653211088676,359.7634678892116,23544.550061974034
2027-02-01,111,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23544.550061974034,87.14336000983894,358.45663999027545,23457.406701964195
2027-03-01,112,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23457.406701964195,88.47008385653317,357.1299161435947,23368.936618107662
2027-04-01,113,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23368.936618107662,89.81700655905297,355.7829934410841,23279.11961154861
2027-05-01,114,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23279.11961154861,91.1844356371439,354.4155643630003,23187.935175911465
2027-06-01,115,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23187.935175911465,92.57268329235376,353.02731670773125,23095.36249261911
2027-07-01,116,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23095.36249261911,93.98206647959887,351.6179335205174,23001.380426139513
2027-08-01,117,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23001.380426139513,95.41290697903605,350.18709302108357,22905.967519160477
2027-09-01,118,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22905.967519160477,96.8655314699572,348.73446853017657,22809.10198769052
2027-10-01,119,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22809.10198769052,98.3402716050914,347.2597283949776,22710.761716085428
2027-11-01,120,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22710.761716085428,99.83746408676961,345.762535913384,22610.92425199866
2027-12-01,121,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22610.92425199866,101.35745074300212,344.2425492571305,22509.566801255656
2028-01-01,122,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22509.566801255656,102.90057860634988,342.6994213937531,22406.666222649306
2028-02-01,123,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22406.666222649306,104.46719999276684,341.1328000073517,22302.19902265654
2028-03-01,124,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22302.19902265654,106.05767258195556,339.5423274181524,22196.141350074584
2028-04-01,125,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22196.141350074584,107.67235949929454,337.9276405008468,22088.46899057529
2028-05-01,126,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22088.46899057529,109.31162939843489,336.2883706016833,21979.157361176854
2028-06-01,127,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21979.157361176854,110.9758565457887,334.6241434543016,21868.181504631066
2028-07-01,128,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21868.181504631066,112.66542090583243,332.93457909428037,21755.516083725233
2028-08-01,129,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21755.516083725233,114.38070822774898,331.2192917723867,21641.135375497484
2028-09-01,130,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21641.135375497484,116.1221101336414,329.47788986650596,21525.013265363843
2028-10-01,131,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21525.013265363843,117.89002420785255,327.7099757922288,21407.12324115599
2028-11-01,132,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21407.12324115599,119.68485408803099,325.9151459120788,21287.43838706796
2028-12-01,133,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21287.43838706796,121.50700955674984,324.0929904433527,21165.93137751121
2029-01-01,134,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21165.93137751121,123.35690663559944,322.2430933645666,21042.57447087561
2029-02-01,135,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21042.57447087561,125.23496767962934,320.3650323204693,20917.33950319598
2029-03-01,136,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20917.33950319598,127.14162147449679,318.458378525618,20790.197881721484
2029-04-01,137,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20790.197881721484,129.07730333364452,316.5226966664743,20661.12057838784
2029-05-01,138,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20661.12057838784,131.04245519809774,314.55754480202177,20530.07812318974
2029-06-01,139,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20530.07812318974,133.0375257372507,312.5624742628633,20397.04059745249
2029-07-01,140,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20397.04059745249,135.06297045131214,310.53702954878423,20261.97762700118
2029-08-01,141,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20261.97762700118,137.1192517753807,308.4807482247561,20124.8583752258
2029-09-01,142,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20124.8583752258,139.20683918474242,306.3931608153553,19985.651536041056
2029-10-01,143,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19985.651536041056,141.32620930255507,304.2737906975793,19844.3253267385
2029-11-01,144,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19844.3253267385,143.47784600811428,302.1221539920228,19700.847480730386
2029-12-01,145,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19700.847480730386,145.6622405477101,299.93775945240594,19555.185240182676
2030-01-01,146,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19555.185240182676,147.8798916466767,297.72010835341484,19407.305348536
2030-02-01,147,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19407.305348536,150.1313056232757,295.4686943768358,19257.174042912724
2030-03-01,148,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19257.174042912724,152.41699650420924,293.183003495956,19104.757046408515
2030-04-01,149,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19104.757046408515,154.73748614185024,290.8625138582055,18950.019560266664
2030-05-01,150,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18950.019560266664,157.09330433415016,288.50669566601454,18792.926255932514
2030-06-01,151,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18792.926255932514,159.48498894422664,286.115011055845,18633.441266988288
2030-07-01,152,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18633.441266988288,161.91308602475328,283.6869139754015,18471.528180963534
2030-08-01,153,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18471.528180963534,164.37814994115615,281.2218500589487,18307.15003102238
2030-09-01,154,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18307.15003102238,166.8807434993796,278.7192565007525,18140.269287523
2030-10-01,155,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18140.269287523,169.42143807350658,276.1785619265768,17970.847849449492
2030-11-01,156,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17970.847849449492,172.00081373692956,273.5991862632366,17798.847035712563
2030-12-01,157,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17798.847035712563,174.6194593939581,270.9805406061548,17624.227576318604
2031-01-01,158,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17624.227576318604,177.27797291520983,268.32202708491457,17446.949603403395
2031-02-01,159,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17446.949603403395,179.97696127340896,265.62303872675074,17266.972642129986
2031-03-01,160,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17266.972642129986,182.7170406820369,262.88295931797404,17084.25560144795
2031-04-01,161,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17084.25560144795,185.49883673689328,260.1011632632841,16898.756764711055
2031-05-01,162,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16898.756764711055,188.32298455719138,257.27701544292705,16710.433780153864
2031-06-01,163,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16710.433780153864,191.19012893241597,254.4098710677055,16519.243651221448
2031-07-01,164,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16519.243651221448,194.10092446830822,251.49907553175228,16325.14272675314
2031-08-01,165,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16325.14272675314,197.0560357370996,248.5439642630818,16128.08669101604
2031-09-01,166,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16128.08669101604,200.0561374282115,245.54386257185405,15928.030553587829
2031-10-01,167,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15928.030553587829,203.10191450378625,242.4980854963444,15724.928639084043
2031-11-01,168,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15724.928639084043,206.19406235357746,239.40593764654534,15518.734576730465
2031-12-01,169,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15518.734576730465,209.33328695473028,236.2667130454101,15309.401289775735
2032-01-01,170,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15309.401289775735,212.52030503249262,233.07969496766387,15096.880984743242
2032-02-01,171,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15096.880984743242,215.7558442238951,229.84415577616792,14881.125140519347
2032-03-01,172,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14881.125140519347,219.04064324434148,226.55935675579204,14662.084497275006
2032-04-01,173,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14662.084497275006,222.37545205536298,223.2245479447507,14439.709045219643
2032-05-01,174,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14439.709045219643,225.76103203668026,219.8389679633849,14213.948013182962
2032-06-01,175,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14213.948013182962,229.1981561598368,216.4018438403249,13984.749857023126
2032-07-01,176,0.0,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,28061.173689109535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13984.749857023126,232.68760916410247,212.91239083600897,13752.062247859023
